id,date_observed,time_observed,latitude,longitude,common_name
388,19/05/2023,01:56:45,1.38656,103.7471849,Red Junglefowl
389,19/05/2023,06:35:17,1.365844904,103.8242558,Red Junglefowl
390,20/05/2023,01:18:44,1.386944444,103.7729361,Red Junglefowl
391,20/05/2023,01:21:34,1.386338889,103.7732306,Red Junglefowl
392,20/05/2023,01:29:41,1.386666667,103.7734278,Red Junglefowl
393,20/05/2023,01:34:31,1.386616667,103.7736389,Red Junglefowl
394,20/05/2023,01:34:32,1.386616667,103.7736389,Red Junglefowl
395,16/05/2023,00:42:18,1.2831215,103.8660814,Red Junglefowl
396,22/05/2023,08:43:43,1.423990697,103.8379538,Red Junglefowl
397,22/05/2023,08:43:38,1.423990697,103.8379538,Red Junglefowl
398,22/05/2023,08:43:28,1.423990697,103.8379538,Red Junglefowl
399,24/05/2023,23:24:53,1.32114008,103.8280002,Red Junglefowl
400,18/05/2023,02:18:22,1.287956012,103.8607174,Red Junglefowl
401,26/05/2023,08:15:00,1.363408808,103.8435613,Red Junglefowl
402,26/05/2023,,1.363408808,103.8435613,Red Junglefowl
403,30/05/2023,19:50:36,1.284068459,103.843441,Red Junglefowl
404,31/05/2023,00:05:19,1.363408808,103.8435613,Red Junglefowl
405,31/05/2023,00:12:45,1.320324235,103.8157371,Red Junglefowl
406,31/05/2023,00:24:00,1.363408808,103.8435613,Red Junglefowl
407,31/05/2023,00:25:00,1.376109126,103.9520859,Red Junglefowl
408,31/05/2023,00:58:30,1.307144643,103.8181075,Red Junglefowl
409,31/05/2023,01:05:15,1.375570028,103.9490204,Red Junglefowl
410,31/05/2023,01:08:52,1.377926,103.946846,Red Junglefowl
411,31/05/2023,01:25:53,1.4601833,103.8359511,Red Junglefowl
412,31/05/2023,,1.378592134,103.9504846,Red Junglefowl
413,31/05/2023,00:54:00,1.363408808,103.8435613,Red Junglefowl
414,31/05/2023,01:00:00,1.363408808,103.8435613,Red Junglefowl
415,31/05/2023,01:06:00,1.363408808,103.8435613,Red Junglefowl
416,31/05/2023,01:02:21,1.381149549,103.9509064,Red Junglefowl
417,31/05/2023,02:56:03,1.363408808,103.8435613,Red Junglefowl
418,31/05/2023,03:18:40,1.381363889,103.9553583,Red Junglefowl
419,31/05/2023,05:08:27,1.314826489,103.758891,Red Junglefowl
420,31/05/2023,05:08:09,1.314826489,103.758891,Red Junglefowl
421,29/07/2022,07:09:45,1.4030168,103.7963919,Red Junglefowl
422,03/06/2023,03:38:24,1.352492937,103.8129319,Red Junglefowl
423,04/06/2023,02:18:05,1.382266364,103.9475751,Red Junglefowl
424,04/06/2023,02:33:08,1.383739808,103.9462423,Red Junglefowl
425,05/06/2023,05:28:36,1.422223667,103.8384742,Red Junglefowl
426,05/06/2023,00:14:11,1.300858838,103.7903611,Red Junglefowl
427,10/06/2023,08:50:42,1.390465488,103.9359547,Red Junglefowl
428,11/06/2023,04:43:33,1.376538,103.76292,Red Junglefowl
429,14/06/2023,00:47:15,1.423990697,103.8379538,Red Junglefowl
430,10/06/2023,23:25:00,1.389931215,103.9879383,Red Junglefowl
431,15/06/2023,00:45:19,1.423990697,103.8379538,Red Junglefowl
432,19/06/2023,10:51:27,1.423990697,103.8379538,Red Junglefowl
433,21/06/2023,10:37:05,1.295248,103.8442136,Red Junglefowl
434,25/06/2023,00:47:46,1.282052614,103.8664765,Red Junglefowl
435,19/05/2023,,1.387486429,103.7474293,Red Junglefowl
436,06/03/2023,00:16:57,1.283711479,103.8647531,Red Junglefowl
437,05/03/2023,02:54:33,1.359809965,103.8266715,Red Junglefowl
438,05/07/2023,00:44:11,1.423990697,103.8379538,Red Junglefowl
439,06/07/2023,08:32:45,1.423990697,103.8379538,Red Junglefowl
440,08/07/2023,23:59:51,1.386590164,103.7726481,Red Junglefowl
441,08/07/2023,01:11:55,1.386088371,103.7718582,Red Junglefowl
442,08/07/2023,01:22:00,1.385989525,103.7731755,Red Junglefowl
443,08/07/2023,01:39:59,1.386262695,103.7737575,Red Junglefowl
444,08/07/2023,01:29:45,1.3866029,103.7728452,Red Junglefowl
445,10/07/2023,09:10:16,1.313839696,103.8159135,Red Junglefowl
446,12/07/2023,02:21:38,1.282958,103.8681627,Red Junglefowl
447,12/07/2023,11:00:32,1.423990697,103.8379538,Red Junglefowl
448,12/07/2023,11:00:27,1.423990697,103.8379538,Red Junglefowl
449,13/05/2023,23:44:36,1.311693487,103.812559,Red Junglefowl
450,13/07/2023,04:12:43,1.4459849,103.7294048,Red Junglefowl
451,13/07/2023,10:35:18,1.423990697,103.8379538,Red Junglefowl
452,13/07/2023,10:35:14,1.423990697,103.8379538,Red Junglefowl
453,27/06/2023,03:51:23,1.323922222,103.8156472,Red Junglefowl
454,14/07/2023,03:21:29,1.342845,103.8307967,Red Junglefowl
455,15/07/2023,04:00:22,1.3484496,103.7623141,Red Junglefowl
456,16/07/2023,01:48:42,1.3563104,103.8143804,Red Junglefowl
457,16/07/2023,03:44:02,1.352492937,103.8129319,Red Junglefowl
458,18/07/2023,02:04:35,1.3205841,103.8161489,Red Junglefowl
459,18/07/2023,08:51:11,1.307107101,103.7693912,Red Junglefowl
460,18/07/2023,10:12:24,1.304715972,103.767657,Red Junglefowl
461,18/07/2023,09:52:15,1.3066252,103.7706932,Red Junglefowl
462,19/07/2023,07:01:01,1.423990697,103.8379538,Red Junglefowl
463,21/07/2023,00:43:48,1.423990697,103.8379538,Red Junglefowl
464,22/07/2023,00:32:24,1.340341193,103.7925796,Red Junglefowl
465,22/07/2023,00:32:08,1.34020846,103.7925491,Red Junglefowl
466,17/07/2023,23:28:49,1.305969805,103.7701385,Red Junglefowl
467,23/07/2023,07:09:15,1.320810591,103.7837903,Red Junglefowl
468,25/07/2023,00:34:38,1.348258905,103.76412,Red Junglefowl
469,25/07/2023,00:46:46,1.423990697,103.8379538,Red Junglefowl
470,26/07/2023,01:00:43,1.423990697,103.8379538,Red Junglefowl
471,26/07/2023,01:00:30,1.423990697,103.8379538,Red Junglefowl
472,29/07/2023,23:57:51,1.307107101,103.7693912,Red Junglefowl
473,04/08/2023,22:54:29,1.359546177,103.7638605,Red Junglefowl
474,04/08/2023,01:28:52,1.424129123,103.8393808,Red Junglefowl
475,04/08/2023,01:28:18,1.424129123,103.8393808,Red Junglefowl
476,04/08/2023,01:28:06,1.424129123,103.8393808,Red Junglefowl
477,29/07/2023,01:57:29,1.313839696,103.8159135,Red Junglefowl
478,07/08/2023,02:16:46,1.424129123,103.8393808,Red Junglefowl
479,07/08/2023,02:15:15,1.424129123,103.8393808,Red Junglefowl
480,07/08/2023,02:15:37,1.424129123,103.8393808,Red Junglefowl
481,07/08/2023,02:15:42,1.424129123,103.8393808,Red Junglefowl
482,08/08/2023,07:24:01,1.424129123,103.8393808,Red Junglefowl
483,10/08/2023,05:57:13,1.355056749,103.8046425,Red Junglefowl
484,06/08/2023,,1.382666902,103.9477253,Red Junglefowl
485,11/08/2023,10:21:00,1.352073624,103.8198359,Red Junglefowl
486,20/07/2023,00:19:17,1.3,103.77,Red Junglefowl
487,15/11/2022,10:38:55,1.363790028,103.8350601,Red Junglefowl
488,22/12/2020,08:45:00,1.355220653,103.8435925,Red Junglefowl
489,12/08/2023,03:30:52,1.352492937,103.8129319,Red Junglefowl
490,17/08/2023,02:11:24,1.424129123,103.8393808,Red Junglefowl
491,20/07/2023,04:20:07,1.2779534,103.8466852,Red Junglefowl
492,19/08/2023,02:27:43,1.367213447,103.7510825,Red Junglefowl
493,24/08/2023,02:04:35,1.424129123,103.8393808,Red Junglefowl
494,24/08/2023,09:36:23,1.321297618,103.8288759,Red Junglefowl
495,25/08/2023,,1.424129123,103.8393808,Red Junglefowl
496,25/08/2023,01:48:55,1.424129123,103.8393808,Red Junglefowl
497,27/08/2023,04:31:55,1.364411972,103.836828,Red Junglefowl
498,30/08/2023,23:15:27,1.285902778,103.8304361,Red Junglefowl
499,13/08/2023,01:28:12,1.3220325,103.8156096,Red Junglefowl
500,13/08/2023,01:44:28,1.3203607,103.8154816,Red Junglefowl
501,13/08/2023,01:57:00,1.3169682,103.816576,Red Junglefowl
502,13/08/2023,02:06:03,1.3173865,103.8177408,Red Junglefowl
503,13/08/2023,03:23:10,1.3116636,103.816576,Red Junglefowl
504,13/08/2023,03:51:31,1.3093565,103.814528,Red Junglefowl
505,13/08/2023,09:34:51,1.284539,103.86304,Red Junglefowl
506,13/08/2023,09:35:02,1.284539,103.86304,Red Junglefowl
507,02/09/2023,02:03:54,1.345685367,103.7965184,Red Junglefowl
508,02/09/2023,01:13:21,1.345685367,103.7965184,Red Junglefowl
509,10/09/2023,10:01:11,1.312558943,103.7608236,Red Junglefowl
510,09/09/2023,23:26:04,1.283752778,103.8300278,Red Junglefowl
511,11/09/2023,23:49:02,1.282266667,103.8231278,Red Junglefowl
512,11/09/2023,06:53:45,1.424129123,103.8393808,Red Junglefowl
513,11/09/2023,06:53:39,1.424129123,103.8393808,Red Junglefowl
514,11/09/2023,10:58:50,1.424129123,103.8393808,Red Junglefowl
515,09/09/2023,08:09:56,1.309863972,103.816198,Red Junglefowl
516,11/09/2023,10:06:20,1.294326652,103.7738708,Red Junglefowl
517,09/09/2023,10:11:16,1.32251,103.815061,Red Junglefowl
518,19/09/2023,03:18:19,1.299105,103.9094719,Red Junglefowl
519,20/09/2023,10:27:09,1.308548093,103.7882004,Red Junglefowl
520,19/09/2023,09:16:18,1.301147101,103.7794606,Red Junglefowl
521,20/09/2023,02:53:05,1.3602096,103.8232256,Red Junglefowl
522,20/09/2023,04:24:29,1.353748797,103.8080704,Red Junglefowl
523,22/09/2023,05:44:25,1.2645911,103.8061025,Red Junglefowl
524,24/09/2023,07:58:46,1.423727922,103.837403,Red Junglefowl
525,24/09/2023,06:29:23,1.424129123,103.8393808,Red Junglefowl
526,24/09/2023,06:29:14,1.424129123,103.8393808,Red Junglefowl
527,24/09/2023,06:29:06,1.424129123,103.8393808,Red Junglefowl
528,24/09/2023,07:53:40,1.302491211,103.766302,Red Junglefowl
529,25/09/2023,01:58:17,1.426634202,103.8382023,Red Junglefowl
530,25/09/2023,01:37:22,1.424129123,103.8393808,Red Junglefowl
531,27/09/2023,09:50:06,1.424129123,103.8393808,Red Junglefowl
532,27/09/2023,10:46:14,1.424129123,103.8393808,Red Junglefowl
533,29/09/2023,01:58:00,1.424129123,103.8393808,Red Junglefowl
534,29/09/2023,01:56:38,1.424129123,103.8393808,Red Junglefowl
535,27/09/2023,10:32:19,1.386737977,103.9423035,Red Junglefowl
536,03/10/2023,08:48:35,1.424129123,103.8393808,Red Junglefowl
537,04/10/2023,01:36:50,1.424129123,103.8393808,Red Junglefowl
538,04/10/2023,01:26:17,1.424129123,103.8393808,Red Junglefowl
539,04/10/2023,01:26:09,1.424129123,103.8393808,Red Junglefowl
540,04/10/2023,01:26:06,1.424129123,103.8393808,Red Junglefowl
541,07/10/2023,06:04:02,1.324041457,103.8141543,Red Junglefowl
542,09/10/2023,06:36:48,1.424129123,103.8393808,Red Junglefowl
543,10/10/2023,06:38:11,1.424129123,103.8393808,Red Junglefowl
544,10/10/2023,06:37:25,1.424129123,103.8393808,Red Junglefowl
545,12/10/2023,02:19:00,1.424129123,103.8393808,Red Junglefowl
546,12/10/2023,02:18:54,1.424129123,103.8393808,Red Junglefowl
547,12/10/2023,09:00:35,1.424129123,103.8393808,Red Junglefowl
548,09/10/2023,11:25:27,1.366945,103.752843,Red Junglefowl
549,14/10/2023,04:11:13,1.352492937,103.8129319,Red Junglefowl
550,16/10/2023,06:51:21,1.424129123,103.8393808,Red Junglefowl
551,16/10/2023,06:49:43,1.424129123,103.8393808,Red Junglefowl
552,17/10/2023,01:02:07,1.424129123,103.8393808,Red Junglefowl
553,19/10/2023,,1.316884877,103.8134971,Red Junglefowl
554,20/10/2023,10:08:16,1.32253848,103.813641,Red Junglefowl
555,21/10/2023,06:13:15,1.385325,103.7738083,Red Junglefowl
556,22/10/2023,10:03:59,1.352263672,103.8518537,Red Junglefowl
557,24/10/2023,06:09:15,1.320974162,103.7506054,Red Junglefowl
558,26/10/2023,08:37:42,1.386580556,103.7733694,Red Junglefowl
559,27/10/2023,05:34:38,1.424129123,103.8393808,Red Junglefowl
560,28/10/2023,02:46:32,1.33808339,103.8364783,Red Junglefowl
561,21/10/2023,02:00:00,1.313839696,103.8159135,Red Junglefowl
562,30/10/2023,05:58:18,1.33808339,103.8364783,Red Junglefowl
563,01/11/2023,01:58:10,1.30756631,103.8259882,Red Junglefowl
564,27/09/2023,10:16:02,1.3814042,103.9485137,Red Junglefowl
565,06/11/2023,00:45:29,1.424129123,103.8393808,Red Junglefowl
566,06/11/2023,01:50:17,1.424129123,103.8393808,Red Junglefowl
567,07/11/2023,01:55:57,1.424129123,103.8393808,Red Junglefowl
568,07/11/2023,01:55:52,1.424129123,103.8393808,Red Junglefowl
569,07/11/2023,03:30:12,1.349207139,103.7631625,Red Junglefowl
570,01/11/2023,20:41:41,1.313839696,103.8159135,Red Junglefowl
571,09/11/2023,02:56:33,1.282948917,103.8199009,Red Junglefowl
572,30/07/2023,01:19:54,1.313839696,103.8159135,Red Junglefowl
573,16/11/2023,08:09:28,1.390842898,103.9286018,Red Junglefowl
574,20/11/2023,01:48:35,1.424129123,103.8393808,Red Junglefowl
575,24/11/2023,23:33:50,1.322288889,103.8149306,Red Junglefowl
576,26/11/2023,02:30:43,1.3188474,103.7554374,Red Junglefowl
577,29/11/2023,04:00:50,1.359756001,103.8282717,Red Junglefowl
578,22/10/2020,08:24:28,1.348542135,103.7641991,Red Junglefowl
579,01/12/2023,06:26:58,1.424297045,103.8385905,Red Junglefowl
580,01/12/2023,06:27:14,1.424297045,103.8385905,Red Junglefowl
581,28/11/2023,03:12:46,1.28255138,103.8631133,Red Junglefowl
582,03/12/2023,08:30:14,1.3088957,103.8155667,Red Junglefowl
583,03/12/2023,08:55:31,1.3120212,103.8148601,Red Junglefowl
584,03/12/2023,08:54:57,1.3120136,103.8149034,Red Junglefowl
585,04/12/2023,10:28:19,1.424297045,103.8385905,Red Junglefowl
586,04/12/2023,10:28:15,1.424297045,103.8385905,Red Junglefowl
587,04/12/2023,10:28:13,1.424297045,103.8385905,Red Junglefowl
588,05/12/2023,04:02:09,1.303991519,103.8098604,Red Junglefowl
589,10/12/2023,23:07:01,1.429842133,103.7972952,Red Junglefowl
590,10/12/2023,00:36:03,1.30544624,103.92783,Red Junglefowl
591,11/12/2023,08:21:58,1.2956706,103.8477376,Red Junglefowl
592,11/12/2023,07:36:57,1.293071698,103.8494468,Red Junglefowl
593,11/12/2023,07:28:08,1.293071698,103.8494468,Red Junglefowl
594,14/12/2023,01:43:58,1.424297045,103.8385905,Red Junglefowl
595,14/12/2023,01:43:55,1.424297045,103.8385905,Red Junglefowl
596,17/12/2023,01:40:17,1.382552271,103.9473169,Red Junglefowl
597,19/12/2023,04:19:04,1.310958333,103.8134167,Red Junglefowl
598,22/12/2023,10:25:50,1.424297045,103.8385905,Red Junglefowl
599,24/12/2023,06:06:05,1.352492937,103.8129319,Red Junglefowl
600,24/12/2023,06:05:21,1.342264815,103.834125,Red Junglefowl
601,26/12/2023,09:48:30,1.221666351,103.8402676,Red Junglefowl
602,26/12/2023,09:51:26,1.213024356,103.9213821,Red Junglefowl
603,02/01/2024,,1.28488264,103.843899,Red Junglefowl
604,05/01/2024,09:40:52,1.424297045,103.8385905,Red Junglefowl
605,05/01/2024,09:40:41,1.424297045,103.8385905,Red Junglefowl
606,05/01/2024,09:40:14,1.424297045,103.8385905,Red Junglefowl
607,09/01/2024,00:05:23,1.284047222,103.8317083,Red Junglefowl
608,06/01/2024,08:32:44,1.359376575,103.8204856,Red Junglefowl
609,06/11/2023,05:53:39,1.310590382,103.8163527,Red Junglefowl
610,16/01/2024,06:47:35,1.424297045,103.8385905,Red Junglefowl
611,16/01/2024,06:47:12,1.424297045,103.8385905,Red Junglefowl
612,17/01/2024,09:19:41,1.28494398,103.8637996,Red Junglefowl
613,17/01/2024,09:22:54,1.424297045,103.8385905,Red Junglefowl
614,17/01/2024,09:21:11,1.424297045,103.8385905,Red Junglefowl
615,19/01/2024,06:39:30,1.281904459,103.8239182,Red Junglefowl
616,25/01/2024,01:57:07,1.427927966,103.8399387,Red Junglefowl
617,25/01/2024,01:51:17,1.424297045,103.8385905,Red Junglefowl
618,26/01/2024,01:11:18,1.361068907,103.8461815,Red Junglefowl
619,30/01/2024,22:48:24,1.276360709,103.8443553,Red Junglefowl
620,30/01/2024,05:27:26,1.427927966,103.8399387,Red Junglefowl
621,30/01/2024,07:07:30,1.309885481,103.8171862,Red Junglefowl
622,30/01/2024,09:55:55,1.306199551,103.7725601,Red Junglefowl
623,31/01/2024,08:25:27,1.424297045,103.8385905,Red Junglefowl
624,31/01/2024,08:25:21,1.424297045,103.8385905,Red Junglefowl
625,17/01/2024,10:50:36,1.2959149,103.7640621,Red Junglefowl
626,05/02/2024,09:21:26,1.424297045,103.8385905,Red Junglefowl
627,05/02/2024,09:20:32,1.424297045,103.8385905,Red Junglefowl
628,06/02/2024,01:25:04,1.424297045,103.8385905,Red Junglefowl
629,07/02/2024,06:02:49,1.261012841,103.9986631,Red Junglefowl
630,08/02/2024,02:02:40,1.427927966,103.8399387,Red Junglefowl
631,11/02/2024,08:44:57,1.3188474,103.7554374,Red Junglefowl
632,12/02/2024,02:09:24,1.380719179,103.9526186,Red Junglefowl
633,12/02/2024,08:21:41,1.28384321,103.8646874,Red Junglefowl
634,13/02/2024,,1.352073624,103.8198359,Red Junglefowl
635,14/02/2024,07:45:41,1.424297045,103.8385905,Red Junglefowl
636,15/02/2024,06:37:35,1.426634202,103.8382023,Red Junglefowl
637,16/02/2024,07:28:20,1.424297045,103.8385905,Red Junglefowl
638,16/02/2024,07:28:16,1.424297045,103.8385905,Red Junglefowl
639,16/02/2024,07:28:12,1.424297045,103.8385905,Red Junglefowl
640,19/02/2024,01:56:17,1.427927966,103.8399387,Red Junglefowl
641,22/02/2024,01:29:59,1.424297045,103.8385905,Red Junglefowl
642,22/02/2024,06:27:00,1.424297045,103.8385905,Red Junglefowl
643,23/02/2024,01:34:09,1.424297045,103.8385905,Red Junglefowl
644,23/02/2024,03:56:29,1.296110972,103.7724762,Red Junglefowl
645,23/02/2024,00:48:34,1.424297045,103.8385905,Red Junglefowl
646,24/02/2024,07:07:03,1.432856665,103.7751928,Red Junglefowl
647,24/02/2024,03:10:10,1.322728531,103.8129027,Red Junglefowl
648,27/02/2024,02:36:17,1.424297045,103.8385905,Red Junglefowl
649,27/02/2024,01:19:47,1.424297045,103.8385905,Red Junglefowl
650,23/02/2024,06:11:00,1.297508614,103.7771314,Red Junglefowl
651,01/03/2024,06:06:31,1.424297045,103.8385905,Red Junglefowl
652,29/02/2024,08:12:43,1.297508614,103.7771314,Red Junglefowl
653,06/03/2024,01:30:52,1.424297045,103.8385905,Red Junglefowl
654,06/03/2024,01:30:49,1.424297045,103.8385905,Red Junglefowl
655,07/03/2024,01:25:35,1.424297045,103.8385905,Red Junglefowl
656,10/03/2024,23:29:33,1.281375,103.8242222,Red Junglefowl
657,10/03/2024,10:41:34,1.2721921,103.8116703,Red Junglefowl
658,15/03/2024,07:48:00,1.297508614,103.7771314,Red Junglefowl
659,20/03/2024,03:38:35,1.424297045,103.8385905,Red Junglefowl
660,20/03/2024,10:03:56,1.424297045,103.8385905,Red Junglefowl
661,21/03/2024,03:45:16,1.424297045,103.8385905,Red Junglefowl
662,21/03/2024,08:26:54,1.424297045,103.8385905,Red Junglefowl
663,21/03/2024,08:15:44,1.424297045,103.8385905,Red Junglefowl
664,21/03/2024,03:21:24,1.424297045,103.8385905,Red Junglefowl
665,22/03/2024,09:03:22,1.424297045,103.8385905,Red Junglefowl
666,25/03/2024,01:16:36,1.424297045,103.8385905,Red Junglefowl
667,26/03/2024,02:43:01,1.424297045,103.8385905,Red Junglefowl
668,28/03/2024,09:08:44,1.2867284,103.7899034,Red Junglefowl
669,11/12/2023,,1.312700727,103.9392756,Red Junglefowl
670,11/02/2024,11:21:00,1.321341862,103.8165398,Red Junglefowl
671,11/02/2024,11:22:00,1.321341862,103.8165398,Red Junglefowl
672,06/04/2024,09:28:09,1.278625942,103.8116558,Red Junglefowl
673,20/03/2024,10:19:47,1.385577972,103.74669,Red Junglefowl
674,12/03/2024,09:19:28,1.313839696,103.8159135,Red Junglefowl
675,07/04/2024,10:49:45,1.295703056,103.8469391,Red Junglefowl
676,06/04/2024,10:15:29,1.288618015,103.7708554,Red Junglefowl
677,07/04/2024,01:17:46,1.289566271,103.7714495,Red Junglefowl
678,07/04/2024,01:19:02,1.289566271,103.7714495,Red Junglefowl
679,10/04/2024,00:04:10,1.397581964,103.8839574,Red Junglefowl
680,21/03/2024,02:12:23,1.297171078,103.845582,Red Junglefowl
681,10/04/2024,21:05:49,1.461106402,103.8361021,Red Junglefowl
682,14/04/2024,00:05:21,1.281568261,103.8636132,Red Junglefowl
683,14/04/2024,03:34:25,1.284047222,103.8391361,Red Junglefowl
684,14/04/2024,19:58:04,1.405747181,103.8918357,Red Junglefowl
685,15/04/2024,02:59:40,1.285266667,103.8253972,Red Junglefowl
686,15/04/2024,10:38:05,1.424297045,103.8385905,Red Junglefowl
687,21/04/2024,23:51:05,1.398488951,103.8181404,Red Junglefowl
688,22/03/2023,07:04:52,1.306286111,103.770625,Red Junglefowl
689,28/05/2022,09:28:12,1.273288889,103.8318444,Red Junglefowl
690,21/04/2024,08:56:46,1.339316199,103.7803303,Red Junglefowl
691,13/03/2022,07:55:04,1.3056678,103.8143226,Red Junglefowl
692,01/05/2024,23:16:57,1.45998996,103.8351858,Red Junglefowl
693,01/05/2024,23:40:47,1.459910861,103.8352307,Red Junglefowl
694,01/05/2024,23:17:38,1.459881701,103.8350198,Red Junglefowl
695,01/05/2024,23:37:10,1.462942447,103.8376226,Red Junglefowl
696,01/05/2024,23:38:07,1.463004118,103.8377074,Red Junglefowl
697,01/05/2024,23:38:32,1.463087909,103.8378808,Red Junglefowl
698,01/05/2024,23:58:29,1.46264817,103.8377232,Red Junglefowl
699,10/04/2024,06:59:50,1.313839696,103.8159135,Red Junglefowl
700,05/05/2024,23:19:07,1.441964457,103.9872451,Red Junglefowl
701,05/05/2024,23:19:27,1.416103562,103.8732815,Red Junglefowl
702,04/05/2024,00:35:02,1.42452161,103.8436965,Red Junglefowl
703,05/05/2024,23:25:25,1.424351343,103.8421934,Red Junglefowl
704,05/05/2024,23:50:14,1.426175016,103.8410481,Red Junglefowl
705,05/05/2024,21:39:12,1.373080778,103.9520875,Red Junglefowl
706,05/05/2024,00:51:20,1.3188474,103.7554374,Red Junglefowl
707,09/05/2024,01:06:08,1.3060855,103.7916507,Red Junglefowl
708,10/05/2024,07:53:44,1.363408808,103.8435613,Red Junglefowl
709,10/05/2024,07:53:27,1.363408808,103.8435613,Red Junglefowl
710,09/05/2024,02:45:41,1.275147222,103.8204278,Red Junglefowl
711,07/03/2024,09:54:15,1.435446532,103.7867176,Red Junglefowl
712,12/05/2024,19:21:24,1.402024722,103.8948321,Red Junglefowl
713,12/05/2024,20:53:00,1.348319909,103.7767187,Red Junglefowl
714,13/05/2024,09:00:00,1.379776656,103.9596735,Red Junglefowl
715,14/05/2024,01:57:05,1.424297045,103.8385905,Red Junglefowl
716,14/05/2024,08:22:19,1.4261793,103.8374829,Red Junglefowl
717,14/05/2024,09:00:00,1.426240039,103.8393865,Red Junglefowl
718,17/05/2024,02:41:15,1.424297045,103.8385905,Red Junglefowl
719,19/05/2024,02:02:40,1.32181882,103.8147168,Red Junglefowl
720,20/05/2024,02:08:19,1.424297045,103.8385905,Red Junglefowl
721,23/05/2024,05:14:54,1.424297045,103.8385905,Red Junglefowl
722,16/03/2024,01:26:41,1.368021903,103.9622139,Red Junglefowl
723,26/05/2024,18:18:38,1.344107322,103.8366288,Red Junglefowl
724,26/05/2024,21:19:15,1.312876031,103.8152503,Red Junglefowl
725,26/05/2024,03:52:58,1.362685152,103.8358627,Red Junglefowl
726,26/05/2024,,1.362002052,103.8473091,Red Junglefowl
727,26/05/2024,06:32:58,1.359139602,103.8497807,Red Junglefowl
728,27/05/2024,01:01:49,1.282019444,103.8261528,Red Junglefowl
729,27/05/2024,01:50:30,1.423727922,103.837403,Red Junglefowl
730,27/05/2024,01:50:21,1.423727922,103.837403,Red Junglefowl
731,27/05/2024,04:43:01,1.315165029,103.8159185,Red Junglefowl
732,27/05/2024,,1.310650716,103.8152546,Red Junglefowl
733,27/05/2024,06:21:22,1.31077373,103.8163725,Red Junglefowl
734,27/05/2024,06:49:12,1.309464819,103.8167661,Red Junglefowl
735,27/05/2024,06:49:24,1.309353201,103.8172388,Red Junglefowl
736,27/05/2024,06:49:50,1.308658944,103.8163834,Red Junglefowl
737,27/05/2024,01:12:32,1.424297045,103.8385905,Red Junglefowl
738,28/05/2024,20:12:33,1.36698586,103.839871,Red Junglefowl
739,28/05/2024,01:17:29,1.424297045,103.8385905,Red Junglefowl
740,29/05/2024,23:54:30,1.363408808,103.8435613,Red Junglefowl
741,29/05/2024,23:54:40,1.364915447,103.8384125,Red Junglefowl
742,29/05/2024,00:10:13,1.363408808,103.8435613,Red Junglefowl
743,29/05/2024,00:52:00,1.379967708,103.9504326,Red Junglefowl
744,29/05/2024,00:52:22,1.381299038,103.9508752,Red Junglefowl
745,29/05/2024,00:50:00,1.363408808,103.8435613,Red Junglefowl
746,29/05/2024,01:16:27,1.313839696,103.8159135,Red Junglefowl
747,29/05/2024,00:44:27,1.313839696,103.8159135,Red Junglefowl
748,29/05/2024,00:00:00,1.363408808,103.8435613,Red Junglefowl
749,29/05/2024,01:26:00,1.363454728,103.838617,Red Junglefowl
750,29/05/2024,00:07:40,1.363408808,103.8435613,Red Junglefowl
751,29/05/2024,00:49:15,1.382949793,103.9483797,Red Junglefowl
752,29/05/2024,01:57:00,1.377903676,103.9490587,Red Junglefowl
753,29/05/2024,01:40:14,1.312993028,103.8151093,Red Junglefowl
754,29/05/2024,01:07:42,1.313839696,103.8159135,Red Junglefowl
755,29/05/2024,02:15:30,1.316714028,103.8151016,Red Junglefowl
756,29/05/2024,02:16:03,1.31672,103.8150711,Red Junglefowl
757,29/05/2024,00:26:27,1.383006773,103.9483901,Red Junglefowl
758,29/05/2024,00:20:27,1.382984987,103.9483864,Red Junglefowl
759,29/05/2024,01:33:32,1.424297045,103.8385905,Red Junglefowl
760,29/05/2024,01:32:55,1.424297045,103.8385905,Red Junglefowl
761,29/05/2024,02:48:03,1.313839696,103.8159135,Red Junglefowl
762,29/05/2024,01:19:59,1.361138625,103.849305,Red Junglefowl
763,29/05/2024,20:12:22,1.364732103,103.8475049,Red Junglefowl
764,29/05/2024,01:12:24,1.424297045,103.8385905,Red Junglefowl
765,29/05/2024,01:32:40,1.424297045,103.8385905,Red Junglefowl
766,30/05/2024,01:31:11,1.424297045,103.8385905,Red Junglefowl
767,30/05/2024,01:30:42,1.424297045,103.8385905,Red Junglefowl
768,03/06/2024,01:02:30,1.424297045,103.8385905,Red Junglefowl
769,03/06/2024,06:46:49,1.424297045,103.8385905,Red Junglefowl
770,04/06/2024,01:48:21,1.424297045,103.8385905,Red Junglefowl
771,04/06/2024,01:46:57,1.424297045,103.8385905,Red Junglefowl
772,04/06/2024,06:04:30,1.424297045,103.8385905,Red Junglefowl
773,11/05/2024,03:07:01,1.270173,103.8139575,Red Junglefowl
774,12/05/2024,03:15:26,1.2707703,103.8130366,Red Junglefowl
775,09/06/2024,01:29:49,1.341683941,103.8326836,Red Junglefowl
776,09/06/2024,21:21:30,1.422940601,103.8416881,Red Junglefowl
777,09/06/2024,21:21:30,1.422643973,103.8415795,Red Junglefowl
778,10/06/2024,01:20:37,1.424297045,103.8385905,Red Junglefowl
